movie	channel	confidence	session_wer	error_type	reference_word	hypothesis_word
Cyrano	EventBridge	0.785	0.2758	SUB	letters	level
Cyrano	EventBridge	0.785	0.2758	DEL	s	
Cyrano	EventBridge	0.785	0.2758	DEL	s	
Cyrano	EventBridge	0.785	0.2758	DEL	ass	
Cyrano	EventBridge	0.785	0.2758	DEL	dolt	
Cyrano	EventBridge	0.785	0.2758	DEL	bumpkin	
Cyrano	EventBridge	0.785	0.2758	DEL	fool	
Cyrano	EventBridge	0.785	0.2758	DEL	how	
Cyrano	EventBridge	0.785	0.2758	DEL	do	
Cyrano	EventBridge	0.785	0.2758	DEL	you	
Cyrano	EventBridge	0.785	0.2758	DEL	do	
Cyrano	EventBridge	0.785	0.2758	DEL	and	
Cyrano	EventBridge	0.785	0.2758	DEL	i	
Cyrano	EventBridge	0.785	0.2758	DEL	cyrano	
Cyrano	EventBridge	0.785	0.2758	DEL	savinien	
Cyrano	EventBridge	0.785	0.2758	DEL	hercule	
Cyrano	EventBridge	0.785	0.2758	DEL	de	
Cyrano	EventBridge	0.785	0.2758	DEL	bergerac	
Maleficent	Deepgram	0.9312	0.2426	SUB	well	call
Maleficent	Deepgram	0.9312	0.2426	SUB	quite	by
Maleficent	Deepgram	0.9312	0.2426	SUB	a	the
Maleficent	Deepgram	0.9312	0.2426	SUB	assembly	assemblage
Maleficent	Deepgram	0.9312	0.2426	SUB	king	kingston
Maleficent	Deepgram	0.9312	0.2426	DEL	stefan	
Maleficent	Deepgram	0.9312	0.2426	DEL	oh	
Maleficent	Deepgram	0.9312	0.2426	SUB	rabble	rattle
Maleficent	Deepgram	0.9312	0.2426	SUB	thought	cant
Maleficent	Deepgram	0.9312	0.2426	SUB	distressed	distract
Maleficent	Deepgram	0.9312	0.2426	SUB	at	without
Maleficent	Deepgram	0.9312	0.2426	DEL	not	
Maleficent	Deepgram	0.9312	0.2426	SUB	wanted	want
Maleficent	Deepgram	0.9312	0.2426	INS		nearly
Maleficent	Deepgram	0.9312	0.2426	SUB	in	at
Maleficent	Deepgram	0.9312	0.2426	INS		ashamed
Maleficent	Deepgram	0.9312	0.2426	SUB	offended	of
Maleficent	Deepgram	0.9312	0.2426	INS		extra
Maleficent	Deepgram	0.9312	0.2426	SUB	excellency	fee
Maleficent	Deepgram	0.9312	0.2426	INS		been
Maleficent	Deepgram	0.9312	0.2426	SUB	beloved	loved
Maleficent	Deepgram	0.9312	0.2426	SUB	who	good
Maleficent	Deepgram	0.9312	0.2426	SUB	her	the
Maleficent	Deepgram	0.9312	0.2426	SUB	but	father
Maleficent	Deepgram	0.9312	0.2426	SUB	before	son
Maleficent	Deepgram	0.9312	0.2426	SUB	the	said
Maleficent	Deepgram	0.9312	0.2426	SUB	sun	from
Maleficent	Deepgram	0.9312	0.2426	DEL	sets	
Maleficent	Deepgram	0.9312	0.2426	DEL	on	
Maleficent	Deepgram	0.9312	0.2426	SUB	a	of
Maleficent	Deepgram	0.9312	0.2426	SUB	die	dying
Maleficent	Deepgram	0.9312	0.2426	SUB	creature	victor
Maleficent	Deepgram	0.9312	0.2426	SUB	fools	fool
Maleficent	Notifications	0.7216	0.2963	SUB	quite	yes
Maleficent	Notifications	0.7216	0.2963	SUB	a	either
Maleficent	Notifications	0.7216	0.2963	INS		kingston
Maleficent	Notifications	0.7216	0.2963	SUB	king	ry
Maleficent	Notifications	0.7216	0.2963	SUB	stefan	l
Maleficent	Notifications	0.7216	0.2963	SUB	royalty	t
Maleficent	Notifications	0.7216	0.2963	SUB	oh	okay
Maleficent	Notifications	0.7216	0.2963	DEL	oh	
Maleficent	Notifications	0.7216	0.2963	DEL	great	
Maleficent	Notifications	0.7216	0.2963	INS		the
Maleficent	Notifications	0.7216	0.2963	SUB	distressed	strength
Maleficent	Notifications	0.7216	0.2963	SUB	at	of
Maleficent	Notifications	0.7216	0.2963	SUB	wanted	wanting
Maleficent	Notifications	0.7216	0.2963	DEL	what	
Maleficent	Notifications	0.7216	0.2963	INS		nearly
Maleficent	Notifications	0.7216	0.2963	SUB	oversight	overside
Maleficent	Notifications	0.7216	0.2963	SUB	in	on
Maleficent	Notifications	0.7216	0.2963	DEL	your	
Maleficent	Notifications	0.7216	0.2963	DEL	majesty	
Maleficent	Notifications	0.7216	0.2963	SUB	bear	there
Maleficent	Notifications	0.7216	0.2963	SUB	you	your
Maleficent	Notifications	0.7216	0.2963	DEL	the	
Maleficent	Notifications	0.7216	0.2963	SUB	beloved	below
Maleficent	Notifications	0.7216	0.2963	SUB	who	good
Maleficent	Notifications	0.7216	0.2963	SUB	her	the
Maleficent	Notifications	0.7216	0.2963	SUB	but	father
Maleficent	Notifications	0.7216	0.2963	SUB	before	son
Maleficent	Notifications	0.7216	0.2963	SUB	the	said
Maleficent	Notifications	0.7216	0.2963	DEL	sun	
Maleficent	Notifications	0.7216	0.2963	DEL	sets	
Maleficent	Notifications	0.7216	0.2963	SUB	shall	said
Maleficent	Notifications	0.7216	0.2963	DEL	spindle	
Maleficent	Notifications	0.7216	0.2963	DEL	a	
Maleficent	Notifications	0.7216	0.2963	SUB	die	died
Maleficent	Notifications	0.7216	0.2963	SUB	oh	low
Maleficent	Notifications	0.7216	0.2963	DEL	no	
Maleficent	Notifications	0.7216	0.2963	SUB	that	back
Maleficent	Notifications	0.7216	0.2963	SUB	creature	rigger
Maleficent	Notifications	0.7216	0.2963	SUB	you	to
Maleficent	Notifications	0.7216	0.2963	DEL	fools	
Maleficent	EventBridge	0.7216	0.2963	SUB	quite	yes
Maleficent	EventBridge	0.7216	0.2963	SUB	a	either
Maleficent	EventBridge	0.7216	0.2963	INS		kingston
Maleficent	EventBridge	0.7216	0.2963	SUB	king	ry
Maleficent	EventBridge	0.7216	0.2963	SUB	stefan	l
Maleficent	EventBridge	0.7216	0.2963	SUB	royalty	t
Maleficent	EventBridge	0.7216	0.2963	SUB	oh	okay
Maleficent	EventBridge	0.7216	0.2963	DEL	oh	
Maleficent	EventBridge	0.7216	0.2963	DEL	great	
Maleficent	EventBridge	0.7216	0.2963	INS		the
Maleficent	EventBridge	0.7216	0.2963	SUB	distressed	strength
Maleficent	EventBridge	0.7216	0.2963	SUB	at	of
Maleficent	EventBridge	0.7216	0.2963	SUB	wanted	wanting
Maleficent	EventBridge	0.7216	0.2963	DEL	what	
Maleficent	EventBridge	0.7216	0.2963	INS		nearly
Maleficent	EventBridge	0.7216	0.2963	SUB	oversight	overside
Maleficent	EventBridge	0.7216	0.2963	SUB	in	on
Maleficent	EventBridge	0.7216	0.2963	DEL	your	
Maleficent	EventBridge	0.7216	0.2963	DEL	majesty	
Maleficent	EventBridge	0.7216	0.2963	SUB	bear	there
Maleficent	EventBridge	0.7216	0.2963	SUB	you	your
Maleficent	EventBridge	0.7216	0.2963	DEL	the	
Maleficent	EventBridge	0.7216	0.2963	SUB	beloved	below
Maleficent	EventBridge	0.7216	0.2963	SUB	who	good
Maleficent	EventBridge	0.7216	0.2963	SUB	her	the
Maleficent	EventBridge	0.7216	0.2963	SUB	but	father
Maleficent	EventBridge	0.7216	0.2963	SUB	before	son
Maleficent	EventBridge	0.7216	0.2963	SUB	the	said
Maleficent	EventBridge	0.7216	0.2963	DEL	sun	
Maleficent	EventBridge	0.7216	0.2963	DEL	sets	
Maleficent	EventBridge	0.7216	0.2963	SUB	shall	said
Maleficent	EventBridge	0.7216	0.2963	DEL	spindle	
Maleficent	EventBridge	0.7216	0.2963	DEL	a	
Maleficent	EventBridge	0.7216	0.2963	SUB	die	died
Maleficent	EventBridge	0.7216	0.2963	SUB	oh	low
Maleficent	EventBridge	0.7216	0.2963	DEL	no	
Maleficent	EventBridge	0.7216	0.2963	SUB	that	back
Maleficent	EventBridge	0.7216	0.2963	SUB	creature	rigger
Maleficent	EventBridge	0.7216	0.2963	SUB	you	to
Maleficent	EventBridge	0.7216	0.2963	DEL	fools	
